@type,@id,meta:expandedURI,rdfs:label / skos:prefLabel,rdfs:comment / skos:definition,dct:description,vann:usageNote,vs:term_status,owl:equivalentClass / owl:equivalentProperty / skos:exactMatch,rdfs:subClassOf / rdfs:subPropertyOf / skos:broader,schema:domainIncludes / skos:inScheme,schema:rangeIncludes,meta:targetScheme,skos:topConceptOf,skos:relatedMatch,skos:broadMatch,skos:narrowMatch,meta:domainFor,skos:hasTopConcept,meta:hasConcept
rdf:Property,ceasn:hasChild,https://purl.org/ctdlasn/terms/hasChild,Has Child,The referenced resource is lower in some arbitrary hierarchy than this resource.,This property identifies a child node in the downward path in the chain of resources in a taxon path.,,vs:stable,gemq:hasChild,dc:relation,"ceasn:Competency
ceterms:AssessmentComponent
ceterms:BasicComponent
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:CourseComponent
ceterms:CredentialComponent
ceterms:ExtracurricularComponent
ceterms:JobComponent
ceterms:MultiComponent
ceterms:Task
ceterms:WorkExperienceComponent","ceasn:Competency
ceterms:AssessmentComponent
ceterms:BasicComponent
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:CourseComponent
ceterms:CredentialComponent
ceterms:ExtracurricularComponent
ceterms:JobComponent
ceterms:MultiComponent
ceterms:Task
ceterms:WorkExperienceComponent",,,,,,,,
rdf:Property,ceasn:isChildOf,https://purl.org/ctdlasn/terms/isChildOf,Is Child Of,The referenced resource is higher in some arbitrary hierarchy than this resource.,,,vs:stable,gemq:isChildOf,dc:relation,"ceasn:Competency
ceterms:AssessmentComponent
ceterms:BasicComponent
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:CourseComponent
ceterms:CredentialComponent
ceterms:ExtracurricularComponent
ceterms:JobComponent
ceterms:MultiComponent
ceterms:Task
ceterms:WorkExperienceComponent","ceasn:Competency
ceterms:AssessmentComponent
ceterms:BasicComponent
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:CourseComponent
ceterms:CredentialComponent
ceterms:ExtracurricularComponent
ceterms:JobComponent
ceterms:MultiComponent
ceterms:Pathway
ceterms:Task
ceterms:WorkExperienceComponent",,,,,,,,
rdf:Property,ceasn:knowledgeEmbodied,https://purl.org/ctdlasn/terms/knowledgeEmbodied,Knowledge Embodied,Body of information embodied either directly or indirectly in this resource.,,,vs:stable,,,"ceasn:Competency
ceterms:Job
ceterms:Occupation
ceterms:Task
ceterms:WorkRole",xsd:anyURI,,,,,,,,
rdf:Property,ceasn:listID,https://purl.org/ctdlasn/terms/listID,List ID,"An alphanumeric string indicating the relative position of a resource in an ordered list of resources such as ""A"", ""B"", or ""a"", ""b"", or ""I"", ""II"", or ""1"", ""2"".",,Punctuation accompanying alphanumeric strings should not be included.,vs:stable,case:v1p0/listEnumeration,asn:listID,"ceasn:Competency
ceasn:CriterionLevel
ceasn:RubricCriterion
ceasn:RubricLevel
ceterms:Task",xsd:string,,,,,,,,
rdf:Property,ceasn:skillEmbodied,https://purl.org/ctdlasn/terms/skillEmbodied,Skill Embodied,Ability to apply knowledge and use know-how to complete tasks and solve problems including types or categories of developed proficiency or dexterity in mental operations and physical processes is embodied either directly or indirectly in this resource.,,The skillEmbodied property may reference a defined skill in an ontology such as O*NET or an existing competency defined in a competency framework.,vs:stable,asn:skillEmbodied,,"ceasn:Competency
ceterms:Job
ceterms:Occupation
ceterms:Task
ceterms:WorkRole",xsd:anyURI,,,,,,,,
rdf:Property,ceterms:accommodationType,https://purl.org/ctdl/terms/accommodationType,Accommodation Type,"Type of modification to facilitate equal access for people to a physical location, resource, or service.",,,vs:unstable,,,ceterms:SupportService,ceterms:CredentialAlignmentObject,ceterms:Accommodation,,,,,,,
rdf:Property,ceterms:accreditedBy,https://purl.org/ctdl/terms/accreditedBy,Accredited By,"Quality assurance organization that provides official authorization to, or approval of, a credential, organization, assessment, or learning opportunity.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:Organization
ceterms:QACredentialOrganization",,,,,,,,
rdf:Property,ceterms:accreditedIn,https://purl.org/ctdl/terms/accreditedIn,Accredited In,"Region or political jurisdiction such as a state, province or locale in which the credential, learning opportunity or assessment is accredited.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",ceterms:JurisdictionProfile,,,,,,,,
rdf:Property,ceterms:accredits,https://purl.org/ctdl/terms/accredits,Accredits,"Credential, assessment, organization, or learning opportunity for which this organization provides official authorization or approval based on prescribed standards or criteria.",,Accredits includes the ongoing monitoring to confirm continued conformance to standards to maintain accreditation.,vs:stable,,,"ceterms:Organization
ceterms:QACredentialOrganization","ceasn:CompetencyFramework
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:actingAgent,https://purl.org/ctdl/terms/actingAgent,Acting Agent,Organization or person performing an action.,,,vs:stable,schema:agent,,"ceterms:AccreditAction
ceterms:AdvancedStandingAction
ceterms:ApproveAction
ceterms:CredentialingAction
ceterms:OfferAction
ceterms:RecognizeAction
ceterms:RegistrationAction
ceterms:RegulateAction
ceterms:RenewAction
ceterms:RevokeAction
ceterms:RightsAction
ceterms:WorkforceDemandAction","ceterms:CredentialOrganization
ceterms:Organization
ceterms:QACredentialOrganization",,,,,,,,
rdf:Property,ceterms:actionStatusType,https://purl.org/ctdl/terms/actionStatusType,Action Status Type,Entity describing the current disposition or standing of an action; select from an existing enumeration of such types.,,,vs:stable,schema:actionStatusType,ceterms:credentialAlignment,"ceterms:AccreditAction
ceterms:AdvancedStandingAction
ceterms:ApproveAction
ceterms:CredentialingAction
ceterms:OfferAction
ceterms:RecognizeAction
ceterms:RegistrationAction
ceterms:RegulateAction
ceterms:RenewAction
ceterms:RevokeAction
ceterms:RightsAction
ceterms:WorkforceDemandAction",ceterms:CredentialAlignmentObject,ceterms:ActionStatus,,,,,,,
rdf:Property,ceterms:address,https://purl.org/ctdl/terms/address,Address,Particulars describing the location of the place.,,,vs:stable,schema:address,,"ceterms:CredentialOrganization
ceterms:Organization
ceterms:QACredentialOrganization",ceterms:Place,,,,,,,,
rdf:Property,ceterms:addressCountry,https://purl.org/ctdl/terms/addressCountry,Address Country,Nation with its own government and occupying a particular territory identified by the two-letter ISO 3166-1 alpha-2 country code.,,,vs:stable,schema:addressCountry,,"ceterms:Place
ceterms:PostalAddress",rdf:langString,,,,,,,,
rdf:Property,ceterms:addressLocality,https://purl.org/ctdl/terms/addressLocality,Address Locality,"Town, city, or village in which a particular location is situtated.",,,vs:stable,schema:addressLocality,,"ceterms:Place
ceterms:PostalAddress",rdf:langString,,,,,,,,
rdf:Property,ceterms:addressRegion,https://purl.org/ctdl/terms/addressRegion,Address Region,State or province in which a particular location is situated.,,,vs:stable,schema:addressRegion,,"ceterms:Place
ceterms:PostalAddress",rdf:langString,,,,,,,,
rdf:Property,ceterms:administrationProcess,https://purl.org/ctdl/terms/administrationProcess,Administration Process,"Entity describing the process by which a resource, or aspects of it, are administered.","Processes described include the execution of events and the development of resources in the lifecycle of a credential or organization, such as the process for the proctoring of assessments.","For assessments and rubrics, this can be used to indicate the scoring algorithm.",vs:stable,,,"ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",ceterms:ProcessProfile,,,,,,,,
rdf:Property,ceterms:advancedStandingFrom,https://purl.org/ctdl/terms/advancedStandingFrom,Advanced Standing From,"Credential that has its time or cost reduced by another credential, assessment or learning opportunity.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
